cluster_representative	cluster_component
77885-PEMT_HUMAN@ec	77892-PEMT_HUMAN@ec
77885-PEMT_HUMAN@ec	77893-PEMT_HUMAN@ec
77885-PEMT_HUMAN@ec	77894-PEMT_HUMAN@ec
77885-PEMT_HUMAN@ec	77895-PEMT_HUMAN@ec
77885-PEMT_HUMAN@ec	77896-PEMT_HUMAN@ec
78202-HAO1_HUMAN@ec	78202-HAO1_HUMAN@ec
78202-HAO1_HUMAN@ec	78201-HAO1_HUMAN@ec
78202-HAO1_HUMAN@ec	78203-HAO1_HUMAN@ec
78202-HAO1_HUMAN@ec	78204-HAO1_HUMAN@ec
78202-HAO1_HUMAN@ec	78205-HAO1_HUMAN@ec
78202-HAO1_HUMAN@ec	78206-HAO1_HUMAN@ec
78202-HAO1_HUMAN@ec	78207-HAO1_HUMAN@ec
78202-HAO1_HUMAN@ec	78208-HAO1_HUMAN@ec
78202-HAO1_HUMAN@ec	78209-HAO1_HUMAN@ec
78202-HAO1_HUMAN@ec	78210-HAO1_HUMAN@ec
81415-PLCE_HUMAN@ec	81415-PLCE_HUMAN@ec
81415-PLCE_HUMAN@ec	81416-PLCE_HUMAN@ec
81415-PLCE_HUMAN@ec	81417-PLCE_HUMAN@ec
81415-PLCE_HUMAN@ec	81418-PLCE_HUMAN@ec
81415-PLCE_HUMAN@ec	81419-PLCE_HUMAN@ec
81415-PLCE_HUMAN@ec	81420-PLCE_HUMAN@ec
81415-PLCE_HUMAN@ec	81421-PLCE_HUMAN@ec
81415-PLCE_HUMAN@ec	81422-PLCE_HUMAN@ec
81415-PLCE_HUMAN@ec	81423-PLCE_HUMAN@ec
82615-BHMT_HUMAN@ec	82615-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82614-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82616-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82617-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82618-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82619-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82620-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82621-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82622-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82623-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82624-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82625-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82626-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82627-BHMT_HUMAN@ec
82615-BHMT_HUMAN@ec	82628-BHMT_HUMAN@ec
87343-SI7D_HUMAN@ec	87343-SI7D_HUMAN@ec
87343-SI7D_HUMAN@ec	87344-SI7D_HUMAN@ec
87343-SI7D_HUMAN@ec	87345-SI7D_HUMAN@ec
87343-SI7D_HUMAN@ec	87346-SI7D_HUMAN@ec
87343-SI7D_HUMAN@ec	87347-SI7D_HUMAN@ec
87343-SI7D_HUMAN@ec	87348-SI7D_HUMAN@ec
87343-SI7D_HUMAN@ec	87349-SI7D_HUMAN@ec
87343-SI7D_HUMAN@ec	87350-SI7D_HUMAN@ec
87343-SI7D_HUMAN@ec	87351-SI7D_HUMAN@ec
87343-SI7D_HUMAN@ec	87352-SI7D_HUMAN@ec
88003-ATTY_HUMAN@ec	88003-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88004-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88005-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88006-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88007-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88008-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88009-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88010-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88011-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88012-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88013-ATTY_HUMAN@ec
88003-ATTY_HUMAN@ec	88014-ATTY_HUMAN@ec
88539-NEC2_HUMAN@ec	88539-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88540-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88541-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88542-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88543-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88544-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88545-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88546-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88547-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88548-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88549-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88550-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88551-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88552-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88553-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88554-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	88555-NEC2_HUMAN@ec
88539-NEC2_HUMAN@ec	80742-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80741-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80743-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80718-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80719-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80720-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80721-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80722-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80723-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80724-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80725-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80726-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80727-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80728-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80729-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80730-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80731-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80732-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80733-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80734-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80735-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80736-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80737-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80738-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80739-NEC1_HUMAN@ec
88539-NEC2_HUMAN@ec	80740-NEC1_HUMAN@ec
93102-UBL3_HUMAN@ec	93102-UBL3_HUMAN@ec
96091-A4GT_HUMAN@ec	96091-A4GT_HUMAN@ec
96091-A4GT_HUMAN@ec	96090-A4GT_HUMAN@ec
32200-FGF1_HUMAN@pmd	32200-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32201-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32202-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32203-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32204-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32205-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32206-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32207-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32208-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32209-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32210-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32211-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32212-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32213-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32214-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32215-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32216-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32217-FGF1_HUMAN@pmd
32200-FGF1_HUMAN@pmd	32218-FGF1_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32836-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32837-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32838-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32839-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32840-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32841-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32842-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32843-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32844-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32845-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32846-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32847-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32848-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32849-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32850-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32851-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	32852-NOS3_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37701-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37702-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37703-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37704-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37705-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37706-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37707-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37708-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37709-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37710-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37711-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37712-NOS2A_HUMAN@pmd
32836-NOS3_HUMAN@pmd	37713-NOS2A_HUMAN@pmd
38732-BGAL_HUMAN@pmd	38732-BGAL_HUMAN@pmd
43286-PAHX_HUMAN@pmd	43286-PAHX_HUMAN@pmd
43286-PAHX_HUMAN@pmd	43287-PAHX_HUMAN@pmd
43286-PAHX_HUMAN@pmd	43288-PAHX_HUMAN@pmd
43286-PAHX_HUMAN@pmd	43289-PAHX_HUMAN@pmd
47657-STAT3_HUMAN@pmd	47657-STAT3_HUMAN@pmd
47657-STAT3_HUMAN@pmd	47656-STAT3_HUMAN@pmd
48714-AGRP_HUMAN@pmd	48714-AGRP_HUMAN@pmd
48714-AGRP_HUMAN@pmd	48715-AGRP_HUMAN@pmd
48714-AGRP_HUMAN@pmd	48716-AGRP_HUMAN@pmd
48714-AGRP_HUMAN@pmd	48717-AGRP_HUMAN@pmd
51401-DTYMK_HUMAN@pmd	51401-DTYMK_HUMAN@pmd
51401-DTYMK_HUMAN@pmd	51402-DTYMK_HUMAN@pmd
51401-DTYMK_HUMAN@pmd	51403-DTYMK_HUMAN@pmd
51401-DTYMK_HUMAN@pmd	51404-DTYMK_HUMAN@pmd
51401-DTYMK_HUMAN@pmd	51405-DTYMK_HUMAN@pmd
51769-HEXA_HUMAN@pmd	51769-HEXA_HUMAN@pmd
51769-HEXA_HUMAN@pmd	51770-HEXA_HUMAN@pmd
51769-HEXA_HUMAN@pmd	51771-HEXA_HUMAN@pmd
51769-HEXA_HUMAN@pmd	51772-HEXA_HUMAN@pmd
51769-HEXA_HUMAN@pmd	51773-HEXA_HUMAN@pmd
51769-HEXA_HUMAN@pmd	51774-HEXA_HUMAN@pmd
51769-HEXA_HUMAN@pmd	51775-HEXA_HUMAN@pmd
51769-HEXA_HUMAN@pmd	32875-HEXB_HUMAN@pmd
51769-HEXA_HUMAN@pmd	32876-HEXB_HUMAN@pmd
51769-HEXA_HUMAN@pmd	32877-HEXB_HUMAN@pmd
51769-HEXA_HUMAN@pmd	32878-HEXB_HUMAN@pmd
51769-HEXA_HUMAN@pmd	32879-HEXB_HUMAN@pmd
51769-HEXA_HUMAN@pmd	32880-HEXB_HUMAN@pmd
51769-HEXA_HUMAN@pmd	32881-HEXB_HUMAN@pmd
51769-HEXA_HUMAN@pmd	32882-HEXB_HUMAN@pmd
51769-HEXA_HUMAN@pmd	32883-HEXB_HUMAN@pmd
51769-HEXA_HUMAN@pmd	32884-HEXB_HUMAN@pmd
54975-PPIA_HUMAN@pmd	54975-PPIA_HUMAN@pmd
54975-PPIA_HUMAN@pmd	54973-PPIA_HUMAN@pmd
54975-PPIA_HUMAN@pmd	54974-PPIA_HUMAN@pmd
54975-PPIA_HUMAN@pmd	54976-PPIA_HUMAN@pmd
54975-PPIA_HUMAN@pmd	54977-PPIA_HUMAN@pmd
54975-PPIA_HUMAN@pmd	54978-PPIA_HUMAN@pmd
54975-PPIA_HUMAN@pmd	54979-PPIA_HUMAN@pmd
56539-HRG_HUMAN@pmd	56539-HRG_HUMAN@pmd
56539-HRG_HUMAN@pmd	56540-HRG_HUMAN@pmd
56539-HRG_HUMAN@pmd	56541-HRG_HUMAN@pmd
56539-HRG_HUMAN@pmd	56542-HRG_HUMAN@pmd
56539-HRG_HUMAN@pmd	56543-HRG_HUMAN@pmd
56539-HRG_HUMAN@pmd	56544-HRG_HUMAN@pmd
56539-HRG_HUMAN@pmd	56545-HRG_HUMAN@pmd
56539-HRG_HUMAN@pmd	56546-HRG_HUMAN@pmd
56539-HRG_HUMAN@pmd	56547-HRG_HUMAN@pmd
56539-HRG_HUMAN@pmd	56548-HRG_HUMAN@pmd
57467-CD3Z_HUMAN@pmd	57467-CD3Z_HUMAN@pmd
57467-CD3Z_HUMAN@pmd	57466-CD3Z_HUMAN@pmd
67063-APOA_HUMAN@pmd	67063-APOA_HUMAN@pmd
76238-PNPO_HUMAN@ec	76238-PNPO_HUMAN@ec
76238-PNPO_HUMAN@ec	76239-PNPO_HUMAN@ec
76238-PNPO_HUMAN@ec	76240-PNPO_HUMAN@ec
76238-PNPO_HUMAN@ec	76241-PNPO_HUMAN@ec
76238-PNPO_HUMAN@ec	76242-PNPO_HUMAN@ec
76238-PNPO_HUMAN@ec	76243-PNPO_HUMAN@ec
76238-PNPO_HUMAN@ec	76244-PNPO_HUMAN@ec
76238-PNPO_HUMAN@ec	76245-PNPO_HUMAN@ec
76238-PNPO_HUMAN@ec	76246-PNPO_HUMAN@ec
76238-PNPO_HUMAN@ec	76247-PNPO_HUMAN@ec
76238-PNPO_HUMAN@ec	76248-PNPO_HUMAN@ec
82741-GST1_HUMAN@ec	82741-GST1_HUMAN@ec
82741-GST1_HUMAN@ec	82740-GST1_HUMAN@ec
82741-GST1_HUMAN@ec	82742-GST1_HUMAN@ec
82741-GST1_HUMAN@ec	82743-GST1_HUMAN@ec
82741-GST1_HUMAN@ec	82744-GST1_HUMAN@ec
82741-GST1_HUMAN@ec	82745-GST1_HUMAN@ec
82741-GST1_HUMAN@ec	82746-GST1_HUMAN@ec
82741-GST1_HUMAN@ec	82747-GST1_HUMAN@ec
82741-GST1_HUMAN@ec	82748-GST1_HUMAN@ec
82741-GST1_HUMAN@ec	82749-GST1_HUMAN@ec
48731-DCUP_HUMAN@pmd	48731-DCUP_HUMAN@pmd
48731-DCUP_HUMAN@pmd	48732-DCUP_HUMAN@pmd
48731-DCUP_HUMAN@pmd	48733-DCUP_HUMAN@pmd
48731-DCUP_HUMAN@pmd	48734-DCUP_HUMAN@pmd
48731-DCUP_HUMAN@pmd	48735-DCUP_HUMAN@pmd
48731-DCUP_HUMAN@pmd	48736-DCUP_HUMAN@pmd
48731-DCUP_HUMAN@pmd	48737-DCUP_HUMAN@pmd
48731-DCUP_HUMAN@pmd	48738-DCUP_HUMAN@pmd
48731-DCUP_HUMAN@pmd	48739-DCUP_HUMAN@pmd
51845-ZYX_HUMAN@pmd	51845-ZYX_HUMAN@pmd
51845-ZYX_HUMAN@pmd	51844-ZYX_HUMAN@pmd
56351-HRH1_HUMAN@pmd	56351-HRH1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	56352-HRH1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	56353-HRH1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	56354-HRH1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	56355-HRH1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52843-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52844-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52845-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52846-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52847-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52848-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52849-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52835-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52836-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52837-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52838-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52839-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52840-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52841-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	52842-ACM1_HUMAN@pmd
56351-HRH1_HUMAN@pmd	44411-ACM5_HUMAN@pmd
56351-HRH1_HUMAN@pmd	44412-ACM5_HUMAN@pmd
56351-HRH1_HUMAN@pmd	44413-ACM5_HUMAN@pmd
56351-HRH1_HUMAN@pmd	44414-ACM5_HUMAN@pmd
56351-HRH1_HUMAN@pmd	44415-ACM5_HUMAN@pmd
56351-HRH1_HUMAN@pmd	44416-ACM5_HUMAN@pmd
56351-HRH1_HUMAN@pmd	44417-ACM5_HUMAN@pmd
56351-HRH1_HUMAN@pmd	44418-ACM5_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43757-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43758-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43759-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43760-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43761-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43762-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43763-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43764-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43765-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43766-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43767-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43768-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43769-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43770-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43771-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43772-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43773-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43774-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43775-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43776-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43750-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43751-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43752-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43753-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43754-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43755-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	43756-ACM2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42462-ACM3_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42463-ACM3_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42464-ACM3_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42465-ACM3_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33757-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33758-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33759-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33760-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33761-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33762-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33763-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33764-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33765-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33766-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33767-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33768-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	33769-DRD2_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42169-5HT1A_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42170-5HT1A_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42171-5HT1A_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42172-5HT1A_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42173-5HT1A_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42174-5HT1A_HUMAN@pmd
56351-HRH1_HUMAN@pmd	42175-5HT1A_HUMAN@pmd
57796-KCNQ1_HUMAN@pmd	57796-KCNQ1_HUMAN@pmd
57796-KCNQ1_HUMAN@pmd	57797-KCNQ1_HUMAN@pmd
57796-KCNQ1_HUMAN@pmd	57798-KCNQ1_HUMAN@pmd
57796-KCNQ1_HUMAN@pmd	57799-KCNQ1_HUMAN@pmd
57796-KCNQ1_HUMAN@pmd	57800-KCNQ1_HUMAN@pmd
57796-KCNQ1_HUMAN@pmd	57801-KCNQ1_HUMAN@pmd
57796-KCNQ1_HUMAN@pmd	57802-KCNQ1_HUMAN@pmd
57796-KCNQ1_HUMAN@pmd	57803-KCNQ1_HUMAN@pmd
57796-KCNQ1_HUMAN@pmd	50577-KCNQ4_HUMAN@pmd
60964-IL4RA_HUMAN@pmd	60964-IL4RA_HUMAN@pmd
60964-IL4RA_HUMAN@pmd	60963-IL4RA_HUMAN@pmd
63171-MIF_HUMAN@pmd	63171-MIF_HUMAN@pmd
63171-MIF_HUMAN@pmd	63168-MIF_HUMAN@pmd
63171-MIF_HUMAN@pmd	63169-MIF_HUMAN@pmd
63171-MIF_HUMAN@pmd	63170-MIF_HUMAN@pmd
63744-DPOLB_HUMAN@pmd	63744-DPOLB_HUMAN@pmd
63744-DPOLB_HUMAN@pmd	63745-DPOLB_HUMAN@pmd
63744-DPOLB_HUMAN@pmd	63746-DPOLB_HUMAN@pmd
64119-LAMA_HUMAN@pmd	64119-LAMA_HUMAN@pmd
64119-LAMA_HUMAN@pmd	64120-LAMA_HUMAN@pmd
64119-LAMA_HUMAN@pmd	64121-LAMA_HUMAN@pmd
66952-THIO_HUMAN@pmd	66952-THIO_HUMAN@pmd
67155-ARRB1_HUMAN@pmd	67155-ARRB1_HUMAN@pmd
67155-ARRB1_HUMAN@pmd	67154-ARRB1_HUMAN@pmd
68299-2DRA_HUMAN@pmd	68299-2DRA_HUMAN@pmd
68299-2DRA_HUMAN@pmd	68300-2DRA_HUMAN@pmd
68299-2DRA_HUMAN@pmd	68301-2DRA_HUMAN@pmd
68299-2DRA_HUMAN@pmd	68302-2DRA_HUMAN@pmd
68299-2DRA_HUMAN@pmd	68303-2DRA_HUMAN@pmd
68299-2DRA_HUMAN@pmd	68304-2DRA_HUMAN@pmd
68299-2DRA_HUMAN@pmd	68305-2DRA_HUMAN@pmd
68299-2DRA_HUMAN@pmd	68306-2DRA_HUMAN@pmd
68299-2DRA_HUMAN@pmd	68307-2DRA_HUMAN@pmd
68299-2DRA_HUMAN@pmd	68308-2DRA_HUMAN@pmd
74168-RU2A_HUMAN@pmd	74168-RU2A_HUMAN@pmd
74168-RU2A_HUMAN@pmd	74167-RU2A_HUMAN@pmd
74326-TRBM_HUMAN@pmd	74326-TRBM_HUMAN@pmd
81942-FHIT_HUMAN@ec	81942-FHIT_HUMAN@ec
81942-FHIT_HUMAN@ec	81940-FHIT_HUMAN@ec
81942-FHIT_HUMAN@ec	81941-FHIT_HUMAN@ec
94130-DECR_HUMAN@ec	94130-DECR_HUMAN@ec
94130-DECR_HUMAN@ec	94131-DECR_HUMAN@ec
94130-DECR_HUMAN@ec	94132-DECR_HUMAN@ec
94130-DECR_HUMAN@ec	94133-DECR_HUMAN@ec
94130-DECR_HUMAN@ec	94134-DECR_HUMAN@ec
94130-DECR_HUMAN@ec	94135-DECR_HUMAN@ec
94130-DECR_HUMAN@ec	94136-DECR_HUMAN@ec
94130-DECR_HUMAN@ec	94137-DECR_HUMAN@ec
94130-DECR_HUMAN@ec	94138-DECR_HUMAN@ec
97758-HEM4_HUMAN@ec	97758-HEM4_HUMAN@ec
97758-HEM4_HUMAN@ec	97759-HEM4_HUMAN@ec
97758-HEM4_HUMAN@ec	97760-HEM4_HUMAN@ec
97758-HEM4_HUMAN@ec	97761-HEM4_HUMAN@ec
97758-HEM4_HUMAN@ec	97762-HEM4_HUMAN@ec
97758-HEM4_HUMAN@ec	97763-HEM4_HUMAN@ec
97758-HEM4_HUMAN@ec	97764-HEM4_HUMAN@ec
98440-NAR3_HUMAN@ec	98440-NAR3_HUMAN@ec
98440-NAR3_HUMAN@ec	98439-NAR3_HUMAN@ec
98440-NAR3_HUMAN@ec	98441-NAR3_HUMAN@ec
98440-NAR3_HUMAN@ec	98442-NAR3_HUMAN@ec
100306-SERA_HUMAN@ec	100306-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100307-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100308-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100309-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100310-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100311-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100312-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100313-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100314-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100315-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100316-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100317-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100318-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100319-SERA_HUMAN@ec
100306-SERA_HUMAN@ec	100320-SERA_HUMAN@ec
35662-MCCA_HUMAN@pmd	35662-MCCA_HUMAN@pmd
35662-MCCA_HUMAN@pmd	35661-MCCA_HUMAN@pmd
37765-IGHG1_HUMAN@pmd	37765-IGHG1_HUMAN@pmd
